ID,GAME,PLATFORM,YEAR,GENRE,PUBLISHER,NA_SALES,EU_SALES,JP_SALES,OTHERS_SALES,GLOBAL_SALES,CRITIC_SCORE,CRITIC_COUNT,USER_SCORE,USER_COUNT
5006,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.95,0.09,0.58,6.32,95,96,9,2316
5007,Red Steel 2,Wii,2010,Shooter,Ubisoft,0.35,0.2,0.01,0.06,0.62,80,73,8.6,178
5008,Resonance of Fate,PS3,2010,Role-Playing,Sega,0.2,0.21,0.24,0.08,0.73,72,42,8,136
5009,Resonance of Fate,X360,2010,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74,43,7.7,96
5010,Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.09,0,0.06,0.88,93,57,8.2,137
5011,Rock Band 3,Wii,2010,Misc,MTV Games,0.53,0.06,0,0.04,0.63,91,10,6.9,36
5012,Rock Band 3,PS3,2010,Misc,MTV Games,0.43,0.08,0,0.05,0.57,91,34,8,95
5013,Rock Band 3,DS,2010,Misc,MTV Games,0.07,0.01,0,0.01,0.09,79,8,5.5,6
5014,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05,48,7,4.8,4
5015,"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0,0.01,0.1,75,30,7.3,31
5016,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.12,0,0.04,0.21,73,4,7.5,4
5017,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0,0.02,0.19,74,13,8.3,8
5018,Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61,37,7.9,29
5019,Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65,18,8.8,13
5020,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19,61,26,6.5,8
5021,Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.1,0.05,0,0.01,0.16,61,34,5.3,7
5022,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,49,5,6.2,27
5023,Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0,0.02,0.19,57,11,4.5,6
5024,Shrek: Forever After,X360,2010,Platform,Activision,0.1,0,0,0.01,0.11,62,22,6.2,9
5025,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0,0.17,1.68,90,70,7.9,2280
5026,Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77,8,6.8,82
5027,Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,73,28,7.5,43
5028,Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.25,62,26,3.5,104
5029,SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0,0.11,0.52,65,21,3.9,8
5030,Singularity,PC,2010,Shooter,Mastertronic,0,0.04,0,0.01,0.05,76,36,7.7,326
5031,Skate 3,X360,2010,Sports,Electronic Arts,1.47,0.93,0,0.24,2.63,80,65,8,127
5032,Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.88,0,0.32,1.98,80,46,7.6,82
5033,Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,0.54,0.5,0,0.12,1.16,45,39,5.8,89
5034,Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0,0.13,0,0.03,0.16,55,23,5.5,267
5035,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44,74,51,8,20
5036,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76,40,7.9,23
5037,Sonic Classic Collection,DS,2010,Platform,Sega,0.92,0.73,0,0.17,1.83,70,24,7.5,28
5038,Sonic Colors,Wii,2010,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78,58,8.5,301
5039,Sonic Colors,DS,2010,Platform,Sega,0.69,0.47,0.01,0.12,1.29,79,26,7.9,66
5040,Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.25,0,0.09,1.09,47,52,2.1,98
5041,Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0,0.05,0.44,74,57,7.5,96
5042,Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.08,0,0.03,0.36,76,68,7.6,96
5043,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0,0.02,0.24,75,13,7.7,15
5044,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0,0.01,0.19,73,13,7,6
5045,Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0,0.01,0.18,62,51,7.6,60
5046,Split/Second,X360,2010,Racing,Disney Interactive Studios,0.32,0.23,0,0.06,0.6,82,78,8.1,101
5047,Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.08,0.02,0,0.02,0.11,63,16,6.7,15
5048,Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,79,18,8.2,116
5049,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76,64,7.9,104
5050,Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,0.28,0.15,0.22,0.07,0.72,74,45,6.7,155
5051,Star Trek Online,PC,2010,Role-Playing,Atari,0,0.02,0,0,0.02,66,34,6.2,694
5052,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,0.8,0.49,0,0.21,1.5,63,41,6.8,121
5053,Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.37,0,0.11,1.43,61,59,5.7,180
5054,Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.52,0.18,0,0.06,0.76,71,10,7.8,31
5055,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.17,0.03,0,0.02,0.21,43,5,4,5
5056,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0,0,0,0.03,59,14,5.8,162
5057,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0,0.58,4.84,93,82,8.2,3052
5058,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3.56,2.35,0.98,0.62,7.51,97,87,9.1,1854
5059,Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.06,0.29,0,0.11,1.46,81,53,8.2,46
5060,Supreme Commander 2,X360,2010,Strategy,Square Enix,0.23,0.09,0,0.03,0.34,75,28,7.1,23
5061,Supreme Commander 2,PC,2010,Strategy,Square Enix,0,0.15,0,0.04,0.19,77,54,6.2,803
5062,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,87,49,8.8,102
5063,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336
5064,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,85,62,8.8,85
5065,Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,72,19,5.8,4
5066,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,71,56,6.1,113
5067,The Eye of Judgment: Legends,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.01,0,0.01,69,17,7.9,16
5068,The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.21,0,0.09,0.59,48,39,7.5,77
5069,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,70,10,8.6,7
5070,The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21,53,4,6.6,5
5071,The Last Airbender,DS,2010,Action,THQ,0.13,0.04,0,0.01,0.18,69,6,7,4
5072,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0,0.02,0.23,58,21,7.8,5
5073,The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0,0.02,0.17,58,12,6,8
5074,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0,0.27,0,0.05,0.31,79,33,5.2,213
5075,The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60,39,6.2,11
5076,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.81,0,0.2,2.28,76,42,7.1,71
5077,The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78,39,6.4,55
5078,The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0.22,0,0.06,0.67,73,9,6.4,20
5079,The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0.29,0,0.17,0.46,74,25,7.3,51
5080,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.23,1.7,74,17,5.3,77
5081,The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,85,46,8.8,172
5082,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0,0.13,0.83,78,40,6.7,17
5083,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0.25,0,0.06,0.54,84,29,8.3,23
5084,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0,0.05,0.52,79,51,7.8,19
5085,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58,49,5.9,15
5086,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,50,6,6.5,4
5087,Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,0.12,46,21,6.8,8
5088,Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70,30,6.8,19
5089,Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29
5090,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47
5091,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11,83,20,5.2,672
5092,Tony Hawk: Shred,PS3,2010,Sports,Activision,0.18,0.06,0,0.04,0.28,56,5,6.7,6
5093,Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.06,0,0.02,0.26,53,10,6.6,10
5094,Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,45,38,6.9,11
5095,TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0,0.02,0.23,74,17,6.8,5
5096,Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0,0.02,0.27,41,15,6.5,8
5097,TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55,34,6.2,33
5098,TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.09,0,0.05,0.42,58,47,6.2,28
5099,TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.24,0.05,0,0.02,0.31,58,51,6,41
5100,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0,0,0,0.07,57,11,6,25
5101,Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0,0.01,0.11,28,6,5.2,6
5102,TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0,0.05,0.25,56,17,4.9,8
5103,UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.4,0.02,0.18,1.41,85,54,7.2,48
5104,UFC Undisputed 2010,X360,2010,Fighting,THQ,0.9,0.31,0,0.11,1.32,84,70,6.7,80
5105,UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.06,0,0.04,0.21,74,27,7,13
5106,Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53,83,54,8.1,67
5107,Vanquish,PS3,2010,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,84,61,8.1,304
5108,Vanquish,X360,2010,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,84,70,8.4,182
5109,Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13,42,14,7.3,18
5110,Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.03,0,0.01,0.12,47,14,6.5,6
5111,White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60,45,7.1,64
5112,Wii Party,Wii,2010,Misc,Nintendo,1.75,3.47,2.49,0.67,8.38,68,42,7.4,54
5113,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0,0,0.01,0.18,57,4,8.1,10
5114,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0,0,2.08,90,53,5.6,953
5115,Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05,79,28,6.8,185
5116,WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,74,42,6.9,41
5117,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.35,0,0.08,0.88,75,49,7.6,45
5118,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92,59,8.9,950
5119,Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,0.79,0.41,0,0.11,1.32,73,32,7.5,25
5120,Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.09,0,0.04,0.01,0.15,80,25,8.3,57
5121,Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.45,0,0.18,2.37,42,10,5.5,16
5122,A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0,0.03,0,0.01,0.03,53,40,4,110
5123,Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77,28,6.7,82
5124,Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78,71,6.2,82
5125,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71,37,7.8,26
5126,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01,0.06,70,44,5.6,186
5127,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03,65,5,6.4,24
5128,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.01,0.05,57,4,5.5,30
5129,Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,70,51,7.9,181
5130,Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,70,67,8.1,157
5131,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,0.1,0,0.02,0.12,75,29,8.4,559
5132,Aliens: Infestation,DS,2011,Action,Sega,0.09,0.05,0,0.02,0.16,76,43,8.2,29
5133,Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.29,1.43,83,33,7,493
5134,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,0.04,56,12,5.7,269
5135,Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73,10,7.5,27
5136,Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0,0.02,0.09,57,43,6.6,28
5137,Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24
5138,Asphalt: Injection,PSV,2011,Action,Ubisoft,0.13,0.06,0,0.03,0.22,49,33,4.8,28
5139,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0,0.1,0.59,88,24,8.2,1102
5140,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80,39,7.5,613
5141,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80,77,7.2,564
5142,Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0,0.12,0.74,80,20,7.4,771
5143,Back to the Future: The Game,PS3,2011,Adventure,Telltale Games,0.07,0.01,0,0.01,0.09,66,5,6.8,51
5144,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0,0,0,0.05,66,7,4.1,9
5145,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.48,96,42,8.6,2162
5146,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94,87,8.7,1472
5147,Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0,0.09,0.53,91,27,8.6,1847
5148,Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.11,0.06,0.69,7.32,84,57,7.4,2142
5149,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.89,0.35,1.08,7.17,85,38,7.5,1761
5150,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0,0.46,2.78,89,61,7.5,4926
5151,BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,0.06,0.02,0,0.01,0.09,84,19,8.7,18
5152,BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.09,0.04,0,0.01,0.14,75,21,7.8,24
5153,Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0,0.01,0.12,37,12,4.5,14
5154,Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83,28,7.5,97
5155,Blazblue: Continuum Shift Extend,PS3,2011,Fighting,PQube,0,0,0.09,0,0.09,73,6,7.5,27
5156,BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77,8,6.8,10
5157,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64,14,6.1,19
5158,Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,58,34,7.2,46
5159,Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.05,0,0.02,0.11,50,40,3.5,28
5160,Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0,0.01,0.11,53,61,4.7,73
5161,Breach,PC,2011,Shooter,Destineer,0.01,0,0,0,0.01,61,12,5.8,43
5162,Brink,X360,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68,85,5.8,404
5163,Brink,PS3,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.73,72,39,5.8,168
5164,Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0,0.03,0.18,70,38,6,547
5165,Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84,83,7.6,439
5166,Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,83,57,7.7,288
5167,Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0,0.02,0.16,82,34,7.7,768
5168,Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,49,30,4.8,13
5169,Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,9.04,4.24,0.13,1.32,14.73,88,81,3.4,8713
5170,Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,5.54,5.73,0.49,1.57,13.32,88,39,3.2,5234
5171,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,0.32,1.72,78,26,2.5,5664
5172,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.55,0.2,0,0.08,0.82,70,16,1.8,442
5173,Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.12,0.12,0,0.05,0.29,45,42,5.5,74
5174,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.1,0,0.03,0.27,47,62,5.7,109
5175,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0,0.01,0.11,51,12,3.3,126
5176,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0,0.03,0.19,61,34,7.3,40
5177,Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0,0.01,0.17,60,48,6.4,37
5178,Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.02,0,0.01,0.08,51,9,5,6
5179,Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23,66,25,5.2,5
5180,Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.07,0.02,0,0.01,0.1,58,16,5.9,28
5181,Catherine,PS3,2011,Adventure,Deep Silver,0.3,0.14,0.2,0.06,0.7,79,61,8.1,372
5182,Catherine,X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.31,82,39,7.9,153
5183,Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82,29,7.7,72
5184,Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44,84,81,7.7,95
5185,Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.22,81,21,7.8,25
5186,Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,70,20,7.7,105
5187,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07,61,18,5.6,95
5188,Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44,18,5.3,9
5189,Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01,0.12,64,51,7.6,60
5190,Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0,0.05,0.61,56,6,6,7
5191,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,67,23,8.2,50
5192,Crysis 2,X360,2011,Action,Electronic Arts,0.71,0.49,0.02,0.12,1.34,84,72,7.5,533
5193,Crysis 2,PS3,2011,Action,Electronic Arts,0.46,0.56,0.06,0.21,1.29,85,54,7.2,406
5194,Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0,0.13,0.74,86,42,6.8,1594
5195,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0,0.01,0.1,51,15,5.9,14
5196,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86,56,8.2,63
5197,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89,54,8.7,1397
5198,Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0,0.09,0.99,89,66,8.4,1106
5199,Darkspore,PC,2011,Role-Playing,Electronic Arts,0.07,0.03,0,0.01,0.12,65,52,6,133
5200,DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0,0.06,0.51,67,46,7.4,139
5201,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0,0.02,0.23,72,27,6.8,243
5202,de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0,0.03,0.21,74,50,7.1,34
5203,de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0,0.02,0.18,79,20,8.1,26
5204,de Blob 2,X360,2011,Platform,THQ,0.1,0.04,0,0.01,0.15,77,54,7.5,23
5205,de Blob 2,DS,2011,Platform,THQ,0.08,0.02,0,0.01,0.11,75,11,8.2,6
5206,Dead Island,X360,2011,Action,Deep Silver,1.48,0.69,0,0.2,2.37,71,75,6.9,627
5207,Dead Island,PS3,2011,Action,Deep Silver,1.08,0.73,0.15,0.31,2.27,71,41,6.6,405
5208,Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,80,24,6.8,1428
5209,Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45,79,62,8.2,113
5210,Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72,31,7.1,35
5211,Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.08,0,0.02,0.27,72,48,7.5,60
5212,Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,66,10,5.3,54
5213,Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0.44,0,0.13,1.51,90,83,8.6,679
5214,Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.48,0,0.21,1.42,89,78,8.4,535
5215,Dead Space 2,PC,2011,Shooter,Electronic Arts,0.13,0.15,0,0.04,0.32,87,28,8.3,974
5216,Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.47,0.02,0.12,1.37,89,70,8.3,684
5217,Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.59,0.07,0.22,1.37,89,50,8.2,682
5218,Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.25,0.25,0,0.08,0.58,90,52,8.5,3069
5219,DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87,52,7.1,122
5220,DiRT 3,X360,2011,Racing,Codemasters,0.23,0.4,0.01,0.08,0.72,87,81,7.1,166
5221,DiRT 3,PC,2011,Racing,Codemasters,0,0.13,0,0.03,0.15,86,23,6.9,433
5222,Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,80,39,7.8,126
5223,Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.64,0.28,0,0.1,1.02,61,11,6,5
5224,Disney Universe,PS3,2011,Action,Disney Interactive Studios,0.3,0.22,0,0.09,0.61,70,29,6.9,13
5225,Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.14,0,0.05,0.57,66,31,5.3,13
5226,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,78,52,8.3,144
5227,Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,53,19,6.1,8
5228,Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.29,0.01,0.09,1.11,79,75,4.5,2380
5229,Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,82,52,4.3,1197
5230,Dragon Age II,PC,2011,Action,Electronic Arts,0.23,0.33,0,0.08,0.63,82,45,4.5,4533
5231,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58,26,5.4,77
